"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"999",179037,"other","off_brand",3.5,10,4,37.8,3114
"1000",136076,"other","premium",4,9,17,52.8,2289
"1001",129951,"toys","off_brand",4.7,4,17,32.5,1143
"1002",144431,"toys","off_brand",3.7,9,21,85.4,3028
"1003",191635,"health","off_brand",4.5,15,21,50.8,1850
"1004",234533,"toys","off_brand",4.6,11,11,41.1,3091
"1005",74012,"health","off_brand",3.1,15,20,76.1,751
"1006",274940,"toys","off_brand",4.8,18,25,52.8,3596
"1007",129283,"health","off_brand",4.7,16,4,59.1,679
"1008",228580,"toys","off_brand",4.9,7,25,63,2322
"1009",125901,"health","off_brand",3,14,16,35.9,2680
"1010",112386,"health","premium",4.7,7,17,37.6,1262
"1011",143309,"health","off_brand",4.1,9,18,78.1,1329
"1012",186706,"health","off_brand",4,16,14,56.7,2365
"1013",153395,"health","premium",3.8,8,24,37.9,2693
"1014",122721,"toys","premium",4.3,5,12,37.7,1935
"1015",171326,"food","off_brand",4,6,26,49.3,2695
"1016",72268,"other","premium",4.6,2,9,50.2,937
"1017",175357,"other","premium",4.1,5,26,21.1,2647
"1018",112972,"toys",NA,3.9,10,NA,23.2,1149
"1019",158787,"health","off_brand",4.2,13,15,73.8,1210
"1020",195873,"food","off_brand",4.9,4,13,24.7,2163
"1021",134460,"toys","premium",4.2,2,32,NA,2757
"1022",81096,"health","premium",4.5,7,20,47.2,832
"1023",98520,"other",NA,3.8,7,7,74.6,1265
"1024",106105,"toys","premium",4.5,1,19,46.1,832
"1025",146841,"other","off_brand",4.4,5,28,18.6,1001
"1026",118133,"food","off_brand",3.6,2,21,47.5,903
"1027",99205,"toys","off_brand",4.6,1,11,44.9,983
"1028",139646,"health","off_brand",4.6,9,18,61.1,1013
"1029",84534,"toys","off_brand",3.7,5,23,52.5,1182
"1030",82797,"toys","off_brand",4.7,2,27,28.5,953
"1031",87263,"other","premium",3.3,3,24,15.5,1888
"1032",238664,"toys","premium",4.7,17,25,87.9,3558
"1033",137924,"toys","off_brand",4.3,15,18,92.5,952
"1034",118035,"other","off_brand",4.7,3,26,70.2,805
"1035",127866,"health","premium",4.5,4,15,NA,1071
"1036",96794,"health","off_brand",3.7,9,18,48.6,1905
"1037",68034,"toys","premium",2.6,28,22,49,1662
"1038",92104,"health","premium",3.7,4,32,34.9,609
"1039",147887,"toys","premium",4.7,16,27,60.4,1255
"1040",229894,"health","off_brand",4.6,16,23,64,3151
"1041",168452,"food","premium",3.5,2,33,23,2928
"1042",110395,"toys","off_brand",3.7,3,28,50.7,1550
"1043",175867,"other","off_brand",4.7,3,10,55.6,1927
"1044",174152,"other","premium",4.2,15,34,5,2299
"1045",47470,"health","premium",2.4,2,27,63.7,1091
"1046",238410,"other","off_brand",4.3,5,26,33.1,3562
"1047",168814,"health","premium",4.6,8,21,NA,1382
"1048",189055,"health","premium",4.3,5,21,45.7,2376
"1049",125337,"other",NA,4.2,16,18,63.2,1158
"1050",111402,"other","premium",4.8,8,20,30.2,985
"1051",96556,"food","off_brand",3.8,7,NA,23.2,636
"1052",192990,"other","off_brand",4.2,4,28,68.3,3485
"1053",109483,"health",NA,4.2,4,24,71.3,1399
"1054",150875,"other","premium",4.7,13,15,16.8,941
"1055",181840,"food","off_brand",4.3,9,18,72.5,1704
"1056",142234,"food","premium",4.8,6,19,37.5,1195
"1057",134633,"other","off_brand",4.1,16,13,64.6,1004
"1058",184780,"toys","premium",3.9,1,22,46.6,4247
"1059",111421,"toys","premium",4,4,14,80.7,779
"1060",107857,"toys","premium",4.1,6,24,58,973
"1061",94425,"health","off_brand",3.7,13,23,NA,896
"1062",155784,"health","off_brand",4.6,9,19,78.4,1016
"1063",139571,"toys","premium",3.9,3,25,37.3,3094
"1064",219253,"food","off_brand",4.6,5,22,69.8,3035
"1065",198436,"toys","off_brand",4.5,16,14,50.7,2829
"1066",49972,"toys","off_brand",3.5,4,15,44.8,918
"1067",172651,"toys","off_brand",4.2,5,NA,55.1,3422
"1068",186302,"toys","premium",4.9,11,22,50.6,2550
"1069",108311,"toys","premium",4.2,7,28,34.2,682
"1070",153875,"health","premium",4.9,7,24,41.9,997
"1071",117072,"toys","premium",4,13,NA,32.2,1762
"1072",155870,"health","off_brand",4.7,13,NA,78.1,946
"1073",159952,"food","off_brand",3.5,3,18,43.3,2155
"1074",197774,"health","off_brand",4,3,11,78.4,3358
"1075",87658,"toys","premium",4.6,3,20,103,687
"1076",193021,"toys","off_brand",4.5,7,31,56.2,2369
"1077",141102,"health","off_brand",4.4,4,29,12,1832
"1078",205038,"health","off_brand",4.3,8,2,42.9,3551
"1079",109617,"food","off_brand",3.7,14,28,31.5,1221
"1080",176633,"health","off_brand",4.1,4,21,42.5,2578
"1081",115678,"toys","off_brand",4.5,15,27,53.7,1130
"1082",188198,"toys","premium",4.5,2,NA,60,3106
"1083",185883,"health","premium",4.4,17,19,18.7,2691
"1084",90151,"health","off_brand",3.7,3,21,68.7,1266
"1085",181371,"other","off_brand",4.8,9,14,27.6,947
"1086",139956,"toys","off_brand",4.7,4,18,50,934
"1087",69964,"health","off_brand",2.7,2,22,41.7,885
"1088",187900,"toys","premium",4.6,8,22,37.5,2714
"1089",232484,"health","off_brand",3.8,146,11,69.2,3475
"1090",203615,"other","premium",4.2,9,17,20.5,3059
"1091",124847,"health","off_brand",4.3,2,23,66.8,1299
"1092",120288,"health",NA,4.4,13,22,34.6,932
"1093",170442,"health","off_brand",4.3,13,22,39.4,2139
"1094",186634,"food","premium",4.5,7,22,52.3,3118
"1095",226702,"toys","off_brand",4.9,15,19,32.4,2662
"1096",98069,"toys","off_brand",2,8,25,90.7,1085
"1097",111823,"toys","off_brand",4.3,3,NA,68.5,1027
"1098",161920,"toys",NA,4.3,1,25,51.4,3287
"1099",140450,"health","off_brand",3.2,27,NA,75.2,1061
"1100",162592,"health","off_brand",4.4,9,14,57.1,1643
"1101",93846,"toys","off_brand",3.8,7,24,61.3,1259
"1102",51292,"toys","premium",4,15,28,42.9,656
"1103",246757,"food","off_brand",4.7,5,24,70.1,2907
"1104",89188,"health","off_brand",4.2,5,32,46.2,794
"1105",194477,"health","premium",4.4,6,11,62.2,2627
"1106",173859,"toys","premium",4.3,11,19,71.2,2557
"1107",65001,"health","premium",3.9,16,23,34.2,1113
"1108",167680,"food","off_brand",4.2,9,30,72.8,1347
"1109",124016,"food","premium",4.4,3,24,40,1159
"1110",126357,"health","off_brand",4.4,7,28,29.6,950
"1111",180257,"toys","premium",4.6,17,24,38.2,2325
"1112",138599,"toys","off_brand",4.6,7,11,52.8,1250
"1113",171948,"health","off_brand",4.1,14,42,27.8,3216
"1114",131830,"health","premium",4.5,5,21,35.6,1652
"1115",149034,"other","off_brand",4.4,2,15,18.6,1642
"1116",224236,"health","premium",4.5,17,19,21.9,2777
"1117",165196,"toys","premium",4.7,6,13,46.3,2155
"1118",176899,"food","premium",4.8,1,NA,27.3,2157
"1119",151772,"food","off_brand",4.5,6,27,48.8,1680
"1120",112781,"food","off_brand",3.6,2,NA,26.9,1140
"1121",130990,"toys","off_brand",4.1,9,17,63.1,1492
"1122",158103,"health","premium",3.3,7,NA,15.5,3043
"1123",263951,"health","off_brand",4.6,5,33,66.7,3597
"1124",95656,"food","off_brand",4,5,27,43.4,810
"1125",154435,"health","premium",4.4,4,30,66.5,2511
"1126",210498,"food","premium",4.4,10,9,NA,2574
"1127",115191,"health","off_brand",4.3,3,20,46.2,1237
"1128",100743,"health","premium",2.8,11,20,12.6,1775
"1129",120238,"health","premium",4.4,10,18,60.2,1056
"1130",178192,"other",NA,3.8,5,25,35.5,3266
"1131",96657,"health","premium",3.8,12,25,43.2,845
"1132",132632,"food","premium",3.7,2,16,68.8,1180
"1133",247355,"toys","off_brand",4.3,15,28,75,2941
"1134",297677,"toys","off_brand",4.9,12,13,56,3778
"1135",174039,"toys","premium",4.5,10,14,76.5,2165
"1136",252215,"health","off_brand",4.5,9,1,33.9,2758
"1137",32106,"toys","off_brand",2.8,3,24,41.6,948
"1138",151939,"health","premium",4.5,2,25,52.1,1043
"1139",226509,"toys","off_brand",4.7,6,27,37.9,2950
"1140",174715,"toys","off_brand",4.7,7,20,88.5,1901
"1141",203010,"other","off_brand",4.7,3,25,62,2463
"1142",173824,"toys","off_brand",2.9,8,26,66.6,3718
"1143",146647,"health","off_brand",4.3,2,22,37.5,1133
"1144",71181,"health","premium",4.6,3,18,NA,949
"1145",172370,"health","off_brand",4.5,10,32,33,2152
"1146",172148,"toys","off_brand",4.6,24,NA,47.4,1053
"1147",103371,"other","off_brand",3.6,4,24,55.7,1976
"1148",169228,"health","off_brand",4.8,9,29,53.2,1016
"1149",152424,"health","off_brand",4.7,8,24,42.6,1111
"1150",158004,"health","premium",4.7,21,12,27,847
"1151",212466,"toys","premium",4.6,3,29,59.1,2739
"1152",72025,"health","premium",3.6,7,27,70.5,957
"1153",103879,"health","premium",4.6,9,25,25.9,946
"1154",168979,"toys","off_brand",4.7,9,23,66.2,1932
"1155",198560,"toys","premium",4.4,5,23,56.9,3295
"1156",159913,"other","off_brand",3,6,NA,43,2368
"1157",103121,"food","premium",4.1,12,13,23.4,953
"1158",97405,"other","premium",3.9,6,5,5,789
"1159",146800,"food","off_brand",4.5,8,27,50,1044
"1160",207440,"toys","off_brand",4.7,15,25,92.5,2740
"1161",111213,"toys","off_brand",4.1,15,27,81.4,968
"1162",185207,"health",NA,4.1,18,26,65.2,3116
"1163",190495,"toys","premium",4.6,3,24,55,2762
"1164",120380,"toys","off_brand",4.4,3,15,46.9,1258
"1165",32343,"toys","off_brand",3,7,18,70,1063
"1166",185347,"other","off_brand",4.6,3,23,39,2199
"1167",171257,"health","off_brand",4.7,14,23,42.5,1078
"1168",66134,"other","premium",4,1,2,50.8,721
"1169",192138,"health","off_brand",4.7,4,12,60.9,1411
"1170",169621,"other","off_brand",3.5,12,14,45.8,2712
"1171",134165,"toys","off_brand",4.2,8,NA,74.4,2314
"1172",165799,"health","off_brand",4.7,17,19,80.8,960
"1173",100606,"health","off_brand",4.1,8,25,11.9,1208
"1174",201258,"health","off_brand",4.7,15,29,45.7,1115
"1175",122895,"health","off_brand",3.1,3,1,51.4,2095
"1176",193158,"toys","premium",3.7,5,15,29.1,4804
"1177",179803,"toys","off_brand",4.6,2,NA,22.7,1988
"1178",121734,"toys","off_brand",2.3,10,20,38.4,2711
"1179",161767,"toys","off_brand",4.4,8,23,73.1,2343
"1180",185698,"food","premium",4.9,2,23,53.5,1645
"1181",142857,"health","off_brand",4.5,8,32,24.9,1629
"1182",165201,"health","off_brand",3.4,13,27,33.4,1831
"1183",204036,"toys","premium",4.6,23,23,72.4,2310
"1184",126603,"toys","off_brand",3.4,10,5,74.5,2140
"1185",158451,"food","premium",4.1,6,17,43.5,2226
"1186",151996,"toys",NA,4,13,18,41.7,3131
"1187",178613,"health","off_brand",4.2,6,NA,28.3,2967
"1188",204018,"health","off_brand",4.4,5,10,54.1,2486
"1189",120421,"other","off_brand",4.5,10,16,54.3,1045
"1190",126148,"health","premium",4,1,26,NA,2685
"1191",183989,"food","off_brand",2.6,2,NA,28.2,3177
"1192",203592,"other","off_brand",4.3,9,23,87.6,2859
"1193",142349,"other","off_brand",4.6,18,19,41.3,748
"1194",225054,"health","off_brand",4.6,3,17,37.8,2854
"1195",182502,"toys","off_brand",4.5,6,18,50.5,2253
"1196",143634,"health","off_brand",3.4,8,14,16.4,2139
"1197",167879,"toys","off_brand",4.8,15,30,38,1110
"1198",207099,"health","premium",4.7,11,7,40.9,2137
"1199",126649,"food","premium",4.5,6,17,34.5,1317
"1200",219785,"health","off_brand",4.4,10,6,48,2877
"1201",168965,"food","premium",3,11,25,66.7,3128
"1202",187979,"health","off_brand",4.5,5,21,58.9,2724
"1203",160802,"toys",NA,4.8,5,21,NA,2248
"1204",212344,"health","premium",4.7,5,25,67.8,2749
"1205",77841,"health","premium",4,7,NA,49.2,910
"1206",154164,"other","premium",4.4,6,24,30.3,1374
"1207",187504,"health","premium",4.2,11,23,19.1,2701
"1208",107620,"health","premium",3.6,5,19,41.7,1851
"1209",137223,"health","premium",4.2,2,5,35.8,2033
"1210",194710,"other","off_brand",4.6,223,21,62.6,2966
"1211",184447,"health","off_brand",3.9,12,NA,40.3,2602
"1212",170953,"health","premium",4.8,8,22,32.6,2019
"1213",217381,"toys",NA,4.6,21,26,45.4,2759
"1214",203715,"toys","off_brand",4.6,20,28,68,2124
"1215",256844,"food","premium",4.7,9,NA,48.5,2855
"1216",112088,"food","off_brand",3.8,14,34,55.2,997
"1217",150551,"other","off_brand",4,11,15,15.6,2125
"1218",119936,"toys","off_brand",4.6,6,8,62.6,1007
"1219",119544,"other","off_brand",4.2,4,14,42.3,1273
"1220",103167,"toys","off_brand",4,13,27,51.1,1231
"1221",136377,"toys","premium",4.5,13,15,57.6,933
"1222",104546,"health","premium",4.5,20,30,27.8,868
"1223",113712,"toys","premium",4.4,6,20,52.7,1152
"1224",178899,"health","off_brand",4.8,3,20,16.8,2120
"1225",184403,"toys","premium",4.3,1,17,69,2962
"1226",206803,"food","off_brand",4.4,8,28,115.6,2468
"1227",94091,"toys","off_brand",4,8,32,62.8,923
"1228",192073,"health",NA,4.1,3,11,57.8,3048
"1229",237274,"other","off_brand",4.3,7,12,13.2,4102
"1230",50845,"health","off_brand",3.7,5,24,58.2,891
"1231",119277,"health","premium",3.7,10,32,60.3,1598
"1232",230152,"other","off_brand",4.7,10,24,46.9,2769
"1233",126355,"toys","off_brand",4,7,20,54.7,2220
"1234",215456,"other","off_brand",4.7,4,17,27,2805
"1235",113452,"health","off_brand",4.5,2,24,60.3,895
"1236",101919,"health","off_brand",4.2,5,25,49.6,963
"1237",179443,"food","off_brand",4.1,8,NA,31,2279
"1238",131644,"other","off_brand",2.9,5,NA,36.6,1518
"1239",102247,"food","off_brand",4,6,14,63.3,789
"1240",268884,"health",NA,4.9,15,NA,30.6,3192
"1241",48021,"toys","premium",3.6,6,22,59.7,1344
"1242",107963,"other","off_brand",4,2,22,43.9,800
"1243",169770,"health","off_brand",4,5,13,45.7,2977
"1244",167606,"toys","off_brand",3.3,4,25,61.1,4026
"1245",182349,"health","premium",4.5,12,19,6.2,2403
"1246",174533,"health","off_brand",4.9,9,10,97.9,708
"1247",170240,"food","off_brand",4.6,1,NA,40.7,2384
"1248",138460,"toys","off_brand",4.3,11,31,69.5,2092
"1249",108459,"toys","premium",4.3,5,23,38.2,1124
"1250",67331,"health","off_brand",3.3,6,18,62.6,1182
"1251",175043,"health","off_brand",4,1,29,26,2569
"1252",240844,"toys","off_brand",4.6,14,11,80.1,3115
"1253",87096,"food","off_brand",3.9,2,22,55.5,959
"1254",130498,"toys","off_brand",4.2,8,21,55.8,2566
"1255",98783,"toys","off_brand",4.3,10,17,20.7,989
"1256",227668,"health","premium",4.7,8,17,53.5,2328
"1257",129555,"toys","premium",4.4,8,15,54.1,1356
"1258",145424,"toys","premium",4.7,14,11,54.9,1353
"1259",202265,"toys","premium",4.3,4,25,60.2,3077
"1260",154376,"health","premium",4.7,20,12,16.1,1090
"1261",151973,"health","off_brand",4.5,11,17,48.6,1671
"1262",155914,"food","premium",4.7,6,14,32.4,1260
"1263",93212,"other","premium",4.3,6,NA,42.4,703
"1264",141401,"health","off_brand",4,7,26,56.3,2347
"1265",97454,"health","off_brand",3.7,8,22,38.1,1201
"1266",71085,"health","off_brand",3.2,5,21,64.2,1066
"1267",108738,"toys","off_brand",4.1,3,12,44.1,2404
"1268",123830,"toys",NA,4.1,1,21,31.8,2933
"1269",80284,"health","premium",2.8,14,9,59.3,907
"1270",192451,"health","premium",3.8,12,16,22.9,3738
"1271",96110,"health","premium",3.5,3,19,44,2424
"1272",128437,"health","premium",4.6,9,12,28.4,1070
"1273",196630,"other","premium",4.4,8,29,44,3343
"1274",105262,"health","premium",4.5,1,17,5,875
"1275",139730,"other","off_brand",4.3,10,26,48,1746
"1276",103931,"health","off_brand",3.5,6,NA,18.6,1013
"1277",107109,"health","premium",4.4,7,18,50.3,947
"1278",176433,"toys","off_brand",4.3,10,19,81.4,3009
"1279",62167,"toys","off_brand",4.1,10,16,50.6,875
"1280",138836,"food",NA,4.2,10,18,32.1,845
"1281",125247,"health","premium",4.5,5,28,61.8,800
"1282",148862,"toys","off_brand",4.8,6,20,80.5,831
"1283",197946,"food","off_brand",4.4,6,30,102.9,2873
"1284",74672,"health","off_brand",2.9,15,NA,45.8,1216
"1285",142396,"health","off_brand",3.6,4,18,50.3,1867
"1286",202189,"toys","off_brand",4.9,3,22,87.4,2954
"1287",74697,"toys","off_brand",3.4,10,NA,52.6,1458
"1288",107253,"health","off_brand",4,1,29,56.1,1930
"1289",88945,"health","off_brand",4.4,3,25,8,706
"1290",121207,"toys","off_brand",4.2,10,26,36.1,1772
"1291",155719,"food","premium",4.1,5,27,52.2,2999
"1292",166585,"toys","off_brand",4.7,8,20,38.3,1428
"1293",98869,"toys","premium",4.4,11,26,50.5,1201
"1294",93351,"health","premium",4.7,2,26,53.7,1110
"1295",119480,"toys","off_brand",4.1,6,31,14.9,2271
"1296",32530,"toys","premium",3.4,6,24,87.7,978
"1297",280179,"health","premium",4.6,12,20,57.3,4589
"1298",134757,"food","off_brand",4.9,3,17,95.3,681
"1299",162205,"toys","premium",4.9,10,21,39.2,1034
"1300",80331,"health","off_brand",3.2,8,33,84,1306
"1301",199154,"other","off_brand",4.5,2,24,NA,2918
"1302",130541,"toys","off_brand",4.7,2,34,72.5,1095
"1303",143225,"other","premium",3.8,6,15,NA,2418
"1304",216218,"other","premium",4.2,8,20,34.2,2842
"1305",78963,"food","premium",3.4,3,12,30.8,1100
"1306",91615,"health","premium",4.4,6,30,13.5,1203
"1307",120529,"food","off_brand",4.6,3,42,57.3,872
"1308",129396,"toys","off_brand",4.4,11,16,62.9,804
"1309",106016,"toys",NA,3.5,5,19,76.8,2043
"1310",145920,"toys","off_brand",3.7,4,13,47.6,2916
"1311",250532,"toys","premium",4.9,17,17,70.2,2668
"1312",139606,"health","off_brand",4.5,9,15,56.9,950
"1313",147079,"toys","off_brand",4.5,17,26,41.1,1423
"1314",124273,"health","premium",3.9,7,NA,57.1,2525
"1315",107051,"food","premium",1.7,12,NA,53.1,932
"1316",186330,"other","off_brand",4.3,11,15,35.2,2762
"1317",86519,"health","off_brand",4.2,3,17,57.5,970
"1318",209618,"food","off_brand",4.9,13,5,55.2,935
"1319",140282,"toys","off_brand",3.2,14,20,58.6,2321
"1320",95812,"toys","off_brand",4.1,1,13,113.3,1001
"1321",157919,"food","off_brand",4.2,4,25,81.4,1981
"1322",103980,"toys","off_brand",3.7,5,21,90.5,2587
"1323",158814,"health","off_brand",3.4,3,16,31.7,2901
"1324",193519,"health","off_brand",3.8,8,15,40,3065
"1325",202137,"health","off_brand",4.8,2,16,5.8,2633
"1326",265335,"health","off_brand",4.9,10,19,28,2699
"1327",210044,"other","premium",4.6,19,29,43.5,2309
"1328",104223,"health","off_brand",3.9,5,18,62.4,2644
"1329",80445,"toys","premium",3.9,12,10,39.4,1155
"1330",108011,"other","off_brand",2.4,13,8,29,899
"1331",168163,"other","off_brand",4.5,16,29,51.8,1427
"1332",248210,"health","off_brand",4.7,18,11,5,2500
"1333",271422,"health","premium",4.6,12,15,32.1,4565
"1334",111267,"toys","premium",4.7,8,13,46.3,777
"1335",106286,"health","off_brand",3.3,1,11,30.8,1364
"1336",161186,"toys","off_brand",4.6,8,NA,NA,2634
"1337",211036,"health","off_brand",4.6,6,26,42.6,2529
"1338",150925,"health","off_brand",4.6,4,26,68,1014
"1339",171221,"toys","off_brand",4.7,9,20,67.7,1849
"1340",165187,"toys","off_brand",3,14,30,38.5,2980
"1341",129691,"health","premium",4,1,24,20.1,2589
"1342",148770,"health","premium",3.7,2,20,7.3,2807
"1343",158774,"toys",NA,5,3,13,65.2,901
"1344",48265,"toys","off_brand",3.6,10,23,69.8,632
"1345",216677,"food","premium",4.3,17,18,72.3,2342
"1346",185577,"food","premium",4.8,9,7,21.4,926
"1347",117186,"health","premium",4.3,12,11,12.9,1681
"1348",101452,"health","off_brand",2.9,10,25,55.9,1050
"1349",125229,"health","off_brand",4.5,14,29,16,968
"1350",90944,"toys","premium",3.9,21,22,72.1,622
"1351",149131,"food","premium",3.8,21,22,34.6,2306
"1352",170354,"health","premium",4.3,7,15,69.2,2574
"1353",169237,"health","off_brand",4.8,11,31,45.8,777
"1354",215598,"other","off_brand",4.7,8,33,90.1,2967
"1355",143073,"toys","premium",4.9,2,27,45.2,1095
"1356",253866,"health","off_brand",4.8,5,28,30,3098
"1357",133576,"other","premium",3.7,11,13,5,2016
"1358",111510,"other","off_brand",4.2,6,24,44.2,844
"1359",108126,"health","premium",4.2,9,18,22.6,900
"1360",184256,"health","off_brand",4.1,5,16,19.3,2617
"1361",97355,"toys","off_brand",4.6,13,29,97.3,921
"1362",103627,"health","off_brand",4.4,7,22,33.6,760
"1363",78544,"toys","off_brand",4.4,6,14,60,898
"1364",152178,"toys","premium",4.2,2,21,48.6,2734
"1365",141724,"health","off_brand",4.3,8,11,22.4,738
"1366",179104,"toys","off_brand",4.5,5,16,67.8,2385
"1367",114808,"toys","off_brand",4.5,2,19,80.7,988
"1368",113068,"toys","off_brand",4.2,10,22,86.7,582
"1369",154478,"health","premium",3.5,3,22,30,3098
"1370",137857,"health","off_brand",3.9,12,NA,25.9,1987
"1371",156365,"toys","off_brand",4.1,5,23,63.2,2882
"1372",111627,"health","premium",3.8,6,10,45.9,1323
"1373",170157,"toys","off_brand",4.9,13,25,56.7,2248
"1374",97612,"health","off_brand",4,14,20,63.2,843
"1375",167055,"health","premium",4.3,4,17,36.5,2476
"1376",141819,"toys",NA,3.2,9,26,42.9,2692
"1377",87302,"health","premium",3.5,6,NA,5,2000
"1378",174896,"food","off_brand",4.3,5,11,37,1820
"1379",189324,"toys","off_brand",4.9,6,18,76.9,1677
"1380",124117,"toys","premium",4.1,17,11,76.3,720
"1381",176475,"health","off_brand",4.2,11,12,50.6,2749
"1382",93373,"other","premium",4.8,8,24,41.6,774
"1383",152865,"other","off_brand",3.8,13,19,47.9,2341
"1384",156529,"toys","off_brand",4.6,7,6,58,1103
"1385",150165,"toys","off_brand",4,9,11,35.5,1611
"1386",123713,"health","off_brand",4.6,2,20,52.1,1522
"1387",169431,"food","off_brand",4,14,24,33.5,1878
"1388",224031,"health","off_brand",4.7,12,15,76.6,2323
"1389",102888,"food","premium",2.9,9,24,54.8,1157
"1390",164757,"health","off_brand",4.4,10,NA,44.8,2082
"1391",240062,"health","off_brand",4.6,7,22,65.5,3277
"1392",219142,"health","off_brand",4.2,10,18,78.6,2502
"1393",102980,"toys","off_brand",2.4,9,26,68.1,2428
"1394",115491,"toys","off_brand",4.2,6,32,70.1,2184
"1395",105056,"toys",NA,4.3,3,17,101.4,979
"1396",60956,"toys","premium",4.3,2,28,52.1,1336
"1397",107976,"health","off_brand",4.2,7,36,42.9,1191
"1398",182126,"toys","premium",4.8,5,21,46.9,2464
"1399",95691,"toys","premium",4,2,24,27,2331
"1400",96644,"toys","premium",4.5,11,21,63.2,931
"1401",140064,"health","off_brand",4.6,7,26,56.6,1318
"1402",145435,"other","premium",4.4,5,18,42.9,1917
"1403",75279,"toys","premium",4.6,4,NA,55.6,998
"1404",100469,"health","off_brand",3.9,12,26,61,862
"1405",162431,"health","off_brand",4.5,2,20,40.3,2044
"1406",151512,"food","off_brand",4.7,3,20,65.2,866
"1407",115502,"health","off_brand",3.8,7,19,38.8,1009
"1408",165103,"other","premium",3.4,1,28,24.6,2473
"1409",176635,"health","premium",4.8,4,24,53,2218
"1410",215626,"toys","off_brand",4.9,11,NA,56.8,2196
"1411",262355,"health","off_brand",4.7,16,17,72.3,2723
"1412",157258,"health","off_brand",4.3,5,13,6.3,2482
"1413",151350,"health","off_brand",4.7,6,NA,82.7,922
"1414",168974,"toys","off_brand",4.9,12,18,95.7,844
"1415",124998,"health","premium",3.8,11,17,5,1873
"1416",203945,"toys","off_brand",4.5,6,7,73.7,3479
"1417",186546,"toys","off_brand",3.6,13,21,85.2,2968
"1418",189390,"other","off_brand",4.5,10,25,45.3,2518
"1419",197338,"other","off_brand",4.3,14,21,47.2,2387
"1420",100041,"toys","off_brand",3.9,2,27,31.8,2227
"1421",98592,"toys","premium",4.4,5,NA,85.8,1129
"1422",125105,"food","off_brand",4.6,10,27,91.3,854
"1423",123739,"toys","off_brand",4.4,6,22,69.5,1120
"1424",200338,"food","off_brand",4.7,6,24,55.3,1819
"1425",185810,"health","premium",4.3,15,16,22,2484
"1426",109670,"health","off_brand",4.2,12,20,12,1194
"1427",74828,"toys",NA,3.4,8,6,41.8,1012
"1428",171244,"toys","off_brand",4.1,5,NA,68.7,2251
"1429",61468,"other","off_brand",3.5,2,20,36.2,1012
"1430",161783,"health","premium",3.6,12,9,7.6,2989
"1431",122250,"food","off_brand",3.6,12,16,71.7,738
"1432",138624,"health","off_brand",4.5,9,11,5,1150
"1433",116914,"health","premium",4.2,22,25,18.8,1135
"1434",160436,"other","off_brand",4.3,1,22,33.8,2475
"1435",136258,"other","off_brand",4.7,14,19,47.1,782
"1436",84600,"toys","off_brand",3.4,4,11,69.1,1723
"1437",180657,"toys","off_brand",4.4,6,12,60.4,2850
"1438",97582,"toys","premium",4.4,13,35,45,1068
"1439",145454,"toys","off_brand",4.6,9,29,47.5,1093
"1440",158826,"toys","off_brand",4.1,22,29,79.1,1220
"1441",120234,"health","off_brand",4.5,5,19,79.2,853
"1442",131395,"health","premium",4.4,10,NA,27.9,988
"1443",189632,"food","premium",3.9,13,17,54.5,3248
"1444",198133,"health","off_brand",4.7,10,17,51,2060
"1445",210948,"health","premium",4.4,3,19,67.3,3588
"1446",120919,"toys","off_brand",3.1,14,19,79.1,2338
"1447",85026,"health","premium",4.1,2,21,20.5,959
"1448",184365,"health","premium",4.4,10,17,53,1615
"1449",161432,"toys","off_brand",4.8,3,22,47.4,1222
"1450",113119,"food","off_brand",4.3,5,28,72.2,1428
"1451",190592,"health","premium",4.4,6,19,25.7,3119
"1452",246927,"food","off_brand",4.9,7,22,42.1,2836
"1453",115659,"toys","premium",4.6,13,26,37.5,774
"1454",163891,"health","premium",4.3,10,25,29.1,2235
"1455",165116,"health","off_brand",4.7,6,NA,52,984
"1456",81635,"toys","premium",3.5,7,27,54.2,820
"1457",152255,"food","off_brand",4.1,21,18,41.9,831
"1458",165747,"other","off_brand",4.7,9,14,68.2,2111
"1459",178667,"toys","off_brand",4.8,8,25,42.3,2165
"1460",216195,"other","premium",4.9,9,13,51.3,2750
"1461",108953,"food","off_brand",4.3,4,37,43,1006
"1462",76926,"other","off_brand",3.3,12,14,61.5,845
"1463",152858,"health","off_brand",3.8,3,17,NA,2345
"1464",171870,"toys","off_brand",4.1,7,18,83.5,2670
"1465",133994,"food","premium",4.3,11,31,36.4,1136
"1466",57613,"toys","premium",4.3,13,29,34.6,999
"1467",201653,"other",NA,4.2,15,NA,38.2,3379
"1468",91023,"health","off_brand",4.4,7,15,85.4,1069
"1469",223922,"health","off_brand",4.3,8,29,49.3,3506
"1470",230742,"health","off_brand",4.7,18,NA,46.3,2744
"1471",197240,"health","off_brand",4.1,14,18,51.5,3266
"1472",149155,"health","off_brand",4.4,13,14,48.3,980
"1473",156552,"food","premium",4.5,14,23,47.1,858
"1474",81021,"other","premium",3.6,5,23,12.3,1029
"1475",144871,"food","off_brand",4.3,13,18,6.7,1387
"1476",156125,"toys","off_brand",4.8,15,29,41.5,910
"1477",154931,"toys","off_brand",3,10,15,69.1,2358
"1478",142953,"health","off_brand",4.7,4,28,NA,1138
"1479",237988,"toys",NA,3.8,6,NA,55.2,4241
